name,link,location,continent,country,region,locality,rating,elev_diff,min_alt,max_alt,total_km,easy_km,inter_km,diff_km,num_lifts,price,current_season,general_season,opening_times,approx_season_start,approx_season_end,original_currency,original_value,exchange_rate,usd_price
Lagunillas,https://www.skiresort.info/ski-resort/lagunillas/,South America > Chile > Santiago Metropolitan Region (Región Metropolitana de Santiago),South America,Chile,,,,,,,,,,,,,2026-06-20 - 2026-09-20,late June - late September,09:00 - 17:00,06-23,09-23,,0.0,0.0,0.0
Wakasugi Kogen Oya,https://www.skiresort.info/ski-resort/wakasugi-kogen-oya/,Asia > Japan > Honshu > Kansai > Hyōgo,Asia,Japan,Honshu > Kansai,Hyōgo,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Dohuk,https://www.skiresort.info/ski-resort/dohuk/,Asia > Iraq,Asia,Iraq,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Špičák,https://www.skiresort.info/ski-resort/spicak/,Europe > Czech Republic > Plzeň Region (Plzeňský kraj) > Železná Ruda,Europe,Czech Republic,Plzeň Region (Plzeňský kraj),Železná Ruda,2.6,356 m,846 m,1202 m,8 km,3.5 km,3.6 km,0.9 km,8,"CZK 890,- / approx. € 37,-",2025-12-13 - 2026-04-06,depending on snow conditions - depending on snow conditions,08:30 - 16:00,,,,890.0,0.0,0.0
Mont Ti-Basse – Baie-Comeau,https://www.skiresort.info/ski-resort/mont-ti-basse-baie-comeau/,North America > Canada > Quebec > Côte-Nord,North America,Canada,Quebec,Côte-Nord,2.6,120 m,61 m,181 m,6.2 km,2.4 km,2 km,1.8 km,3,"C$ 37,- / approx. € 23,-",,mid December - mid April,09:00 - 15:45 Limited opening times during the week,12-15,04-15,CFA,37.0,0.0,0.0
Selwyn Snowfields,https://www.skiresort.info/ski-resort/selwyn-snowfields/,Australia and Oceania > Australia > New South Wales,Australia and Oceania,Australia,,,2.6,122 m,1492 m,1614 m,10 km,9 km,0 km,1 km,8,"AU$ 119,- / approx. € 67,-",,mid June - early September,08:30 - 16:30,06-15,09-07,,119.0,0.0,0.0
Dunsjöliften – Ljungdalsberget,https://www.skiresort.info/ski-resort/dunsjoeliften-ljungdalsberget/,Europe > Sweden > Northern Sweden (Norrland) > Jämtland,Europe,Sweden,Northern Sweden (Norrland),Jämtland,2.6,240 m,620 m,860 m,5.4 km,2.2 km,1.8 km,1.4 km,2,"Skr 290,- / approx. € 26,-",,,,,,SEK,290.0,0.10467,30.3543
Izky – Magura,https://www.skiresort.info/ski-resort/izky-magura/,Europe > Ukraine > Zakarpattia,Europe,Ukraine,,,2.6,167 m,600 m,767 m,6.3 km,4.8 km,1.5 km,0 km,2,"UAH 1000,- / approx. € 21,-",,,09:00 - 17:00,,,,1000.0,0.0,0.0
Palenica – Szczawnica,https://www.skiresort.info/ski-resort/palenica-szczawnica/,Europe > Poland > Lesser Poland (Województwo małopolskie),Europe,Poland,,,2.6,264 m,456 m,720 m,3.7 km,2.2 km,1.5 km,0 km,5,"PLN 149,- / approx. € 35,-",2025-12-20 - 2026-03-15,mid December - early April,09:00 - 16:00,12-15,04-07,,149.0,0.0,0.0
Mount Cain,https://www.skiresort.info/ski-resort/mount-cain/,North America > Canada > British Columbia > Vancouver Island,North America,Canada,British Columbia,Vancouver Island,2.6,420 m,1190 m,1610 m,14.1 km,3.5 km,6 km,4.6 km,3,"C$ 68,- / approx. € 42,-",,early December - early April,09:30 - 15:30 Limited opening times during the week,12-07,04-07,CFA,68.0,0.0,0.0
Campo Catino,https://www.skiresort.info/ski-resort/campo-catino/,Europe > Italy > Lazio > Frosinone,Europe,Italy,Lazio,Frosinone,2.6,325 m,1620 m,1945 m,9.6 km,1.6 km,4.8 km,3.2 km,6,"€ 30,-",,depending on snow conditions - depending on snow conditions,,,,EUR,30.0,1.1553,34.659
Schauinsland – Hofsgrund,https://www.skiresort.info/ski-resort/schauinsland-hofsgrund/,Europe > Germany > Baden-Württemberg > Black Forest (Schwarzwald) > Southern Black Forest > Dreisamtal,Europe,Germany,Baden-Württemberg > Black Forest (Schwarzwald) > Southern Black Forest,Dreisamtal,2.6,250 m,950 m,1200 m,2.5 km,1 km,1 km,0.5 km,6,"€ 32,-",,,09:00 - 17:00,,,EUR,32.0,1.1553,36.9696
Nanshan,https://www.skiresort.info/ski-resort/nanshan/,Asia > China > Beijing,Asia,China,,,2.6,181 m,73 m,254 m,7.5 km,4 km,2.7 km,0.8 km,16,"Ұ 380,- / approx. € 45,-",,late November - early March,09:00 - 17:00,11-23,03-07,,380.0,0.0,0.0
Síaréna Vibe Park – Eplény,https://www.skiresort.info/ski-resort/siarena-vibe-park-epleny/,Europe > Hungary > Transdanubia (Dunántúl) > Veszprém,Europe,Hungary,Transdanubia (Dunántúl),Veszprém,2.6,176 m,333 m,509 m,7.7 km,5.4 km,1 km,1.3 km,9,"HUF 15200,- / approx. € 39,-",,early December - late March,09:30 - 20:30,12-07,03-23,,15200.0,0.0,0.0
Dobrinishte,https://www.skiresort.info/ski-resort/dobrinishte/,Europe > Bulgaria > Blagoevgrad,Europe,Bulgaria,,,,,,,,,,,,,,mid December - early April,08:30 - 16:00,12-15,04-07,,0.0,0.0,0.0
Vallecitos  (temporarily closed),https://www.skiresort.info/ski-resort/vallecitos/,South America > Argentina > Mendoza,South America,Argentina,,,,,,,,,,,,,,early July - late September,09:00 - 16:00,07-07,09-23,,0.0,0.0,0.0
Castelrotto (Kastelruth),https://www.skiresort.info/ski-resort/marinzen-castelrotto-kastelruth/,Europe > Italy > Trentino-Alto Adige (Trentino-Südtirol) > South Tyrol (Südtirol) > Seiser Alm,Europe,Italy,Trentino-Alto Adige (Trentino-Südtirol) > South Tyrol (Südtirol),Seiser Alm,,,,,,,,,,,,late December - early April,09:00 - 16:30,12-23,04-07,,0.0,0.0,0.0
Suusamir (Too Ashu Pass),https://www.skiresort.info/ski-resort/suusamir-too-ashu-pass/,Asia > Kyrgyzstan > Chuy,Asia,Kyrgyzstan,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Languard – Pontresina,https://www.skiresort.info/ski-resort/pontresina/,Europe > Switzerland > Eastern Switzerland > Graubünden > Engadin St. Moritz > Val Bernina,Europe,Switzerland,Eastern Switzerland > Graubünden > Engadin St. Moritz,Val Bernina,2.6,90 m,1830 m,1920 m,1 km,1 km,0 km,0 km,5,"SFr. 35,- / approx. € 37,-",,mid December - mid March,09:30 - 16:00,12-15,03-15,CHF,35.0,1.2428,43.498
Harenda,https://www.skiresort.info/ski-resort/harenda/,Europe > Poland > Lesser Poland (Województwo małopolskie) > Zakopane,Europe,Poland,Lesser Poland (Województwo małopolskie),Zakopane,2.6,198 m,772 m,970 m,4 km,2.1 km,1 km,0.9 km,7,"PLN 185,- / approx. € 43,-",2025-12-13 - 2026-03-22,early December - late March,09:00 - 21:00,12-07,03-23,,185.0,0.0,0.0
Snozone – Milton Keynes (indoor ski area),https://www.skiresort.info/ski-resort/snozone-milton-keynes/,Europe > United Kingdom > England > South East England,Europe,United Kingdom,England,South East England,,,,,,,,,,,,Year-round,09:00 - 23:00,,,,0.0,0.0,0.0
Oedberg – Gmund-Ostin,https://www.skiresort.info/ski-resort/oedberg-gmund-ostin/,Europe > Germany > Bavaria (Bayern) > Upper Bavaria (Oberbayern) > Tegernsee-Schliersee,Europe,Germany,Bavaria (Bayern) > Upper Bavaria (Oberbayern),Tegernsee-Schliersee,,,,,,,,,,,2025-12-20 - 2026-03-08,early December - mid March,09:00 - 19:00,12-07,03-15,,0.0,0.0,0.0
Ukkohalla,https://www.skiresort.info/ski-resort/ukkohalla/,Europe > Finland > East Finland (Pohjois- ja Itä-Suomi) > Kainuu,Europe,Finland,East Finland (Pohjois- ja Itä-Suomi),Kainuu,2.6,135 m,213 m,348 m,13.1 km,5.3 km,5.9 km,1.9 km,5,"€ 41,-",,,10:00 - 19:00,,,EUR,41.0,1.1553,47.3673
Isaberg – Hestra,https://www.skiresort.info/ski-resort/isaberg-hestra/,Europe > Sweden > South Sweden (Sydsverige) > Jönköping,Europe,Sweden,South Sweden (Sydsverige),Jönköping,2.6,150 m,159 m,309 m,6 km,2 km,3.2 km,0.8 km,8,"Skr 520,- / approx. € 47,-",,mid December - late March,09:00 - 17:00,12-15,03-23,SEK,520.0,0.10467,54.428399999999996
Storlien,https://www.skiresort.info/ski-resort/storlien/,Europe > Sweden > Northern Sweden (Norrland) > Jämtland,Europe,Sweden,Northern Sweden (Norrland),Jämtland,2.6,191 m,600 m,791 m,15 km,4 km,8 km,3 km,9,"Skr 365,- / approx. € 33,-",,,09:30 - 16:30,,,SEK,365.0,0.10467,38.20455
Tramelan,https://www.skiresort.info/ski-resort/tramelan/,Europe > Switzerland > Espace Mittelland > Bern > Bernese Jura (Jura Bernois),Europe,Switzerland,Espace Mittelland > Bern,Bernese Jura (Jura Bernois),2.6,308 m,920 m,1228 m,14 km,6 km,6 km,2 km,3,"SFr. 32,- / approx. € 34,-",,,,,,CHF,32.0,1.2428,39.7696
Snow Trails,https://www.skiresort.info/ski-resort/snow-trails/,North America > USA > Ohio,North America,USA,,,2.6,70 m,370 m,440 m,5.3 km,1.5 km,2.8 km,1 km,6,"US$ 65,- / approx. € 55,-",,mid December - mid March,09:00 - 21:30 Limited opening times during the week,12-15,03-15,USD,65.0,1.0,65.0
Wapiti Valley,https://www.skiresort.info/ski-resort/wapiti-valley/,North America > Canada > Saskatchewan,North America,Canada,,,2.6,83 m,349 m,432 m,6 km,2 km,3 km,1 km,2,"C$ 45,- / approx. € 27,-",,mid December - late March,10:00 - 16:30,12-15,03-23,CFA,45.0,0.0,0.0
Hohenbogen – Neukirchen bei Hl. Blut,https://www.skiresort.info/ski-resort/hohenbogen-neukirchen-bei-hl-blut/,Europe > Germany > Bavaria (Bayern) > Bavarian Forest (Bayerische Wald) > Oberer Bayerischer Wald | Europe > Germany > Bavaria (Bayern) > Bavarian Forest (Bayerische Wald) > Hohenbogenwinkel,Europe,Germany,Bavaria (Bayern) > Bavarian Forest (Bayerische Wald) | Bavaria (Bayern) > Bavarian Forest (Bayerische Wald),Oberer Bayerischer Wald | Hohenbogenwinkel,2.6,393 m,657 m,1050 m,6.5 km,2 km,4.2 km,0.3 km,4,"€ 29,-",,depending on snow conditions - depending on snow conditions,09:00 - 16:30,,,EUR,29.0,1.1553,33.5037
Sauda Skisenter,https://www.skiresort.info/ski-resort/sauda-skisenter/,Europe > Norway > Western Norway (Vestlandet),Europe,Norway,,,2.6,465 m,357 m,822 m,13 km,7 km,4 km,2 km,5,"NOK 475,- / approx. € 41,-",,,10:00 - 16:00,,,NOK,475.0,0.09814,46.6165
Table Mountain,https://www.skiresort.info/ski-resort/table-mountain/,North America > Canada > Saskatchewan,North America,Canada,,,2.6,100 m,500 m,600 m,5.9 km,3.6 km,2 km,0.3 km,2,"C$ 48,- / approx. € 29,-",,early December - late March,10:00 - 16:30 Limited opening times during the week,12-07,03-23,CFA,48.0,0.0,0.0
Rieseralm – Obdach,https://www.skiresort.info/ski-resort/rieseralm-obdach/,Europe > Austria > Styria (Steiermark) > Murtal,Europe,Austria,Styria (Steiermark),Murtal,2.6,300 m,1320 m,1620 m,13 km,5 km,6 km,2 km,6,"€ 39,-",2025-12-06 - 2026-03-15,early December - mid March,09:00 - 16:00,12-07,03-15,EUR,39.0,1.1553,45.0567
Haukelifjell Skisenter,https://www.skiresort.info/ski-resort/haukelifjell-skisenter/,Europe > Norway > Telemark,Europe,Norway,,,2.6,361 m,855 m,1216 m,14.2 km,2.4 km,9.2 km,2.6 km,6,"NOK 535,- / approx. € 46,-",,,10:00 - 16:00,,,NOK,535.0,0.09814,52.5049
Monte Livata – Subiaco-Monna dell'Orso,https://www.skiresort.info/ski-resort/monte-livata-subiaco-monna-dellorso/,Europe > Italy > Lazio > Roma,Europe,Italy,Lazio,Roma,2.6,139 m,1606 m,1745 m,5 km,2.3 km,1.7 km,1 km,1,"€ 30,-",,mid December - late March,09:00 - 16:30,12-15,03-23,EUR,30.0,1.1553,34.659
Taira,https://www.skiresort.info/ski-resort/taira/,Asia > Japan > Honshu > Chūbu > Toyama,Asia,Japan,Honshu > Chūbu,Toyama,2.6,303 m,630 m,933 m,5 km,1 km,2.5 km,1.5 km,3,"¥ 3500,- / approx. € 20,-",,mid December - late March,08:30 - 17:00,12-15,03-23,JPY,3500.0,0.00657,22.995
Marsia – Tagliacozzo  (temporarily closed),https://www.skiresort.info/ski-resort/marsia-tagliacozzo/,Europe > Italy > Abruzzo > L’Aquila,Europe,Italy,Abruzzo,L’Aquila,2.6,258 m,1422 m,1680 m,6.1 km,3 km,2.7 km,0.4 km,3,"€ 15,-",,late December - mid March,09:00 - 16:00,12-23,03-15,EUR,15.0,1.1553,17.3295
Orlovka,https://www.skiresort.info/ski-resort/orlovka/,Asia > Kyrgyzstan > Chuy,Asia,Kyrgyzstan,,,2.6,450 m,1200 m,1650 m,5 km,3.2 km,1 km,0.8 km,5,"KGS 1500,- / approx. € 15,-",,,,,,,1500.0,0.0,0.0
Fideriser Heuberge – Arflina,https://www.skiresort.info/ski-resort/fideriser-heuberge-arflina/,Europe > Switzerland > Eastern Switzerland > Graubünden > Prättigau,Europe,Switzerland,Eastern Switzerland > Graubünden,Prättigau,2.6,404 m,1952 m,2356 m,15 km,5 km,9 km,1 km,4,"SFr. 46,- / approx. € 49,-",,mid December - mid March,09:00 - 16:00,12-15,03-15,CHF,46.0,1.2428,57.1688
Mount Pakenham,https://www.skiresort.info/ski-resort/mount-pakenham/,North America > Canada > Ontario > Southern Ontario > Eastern Ontario (Ottawa),North America,Canada,Ontario > Southern Ontario,Eastern Ontario (Ottawa),2.6,80 m,137 m,217 m,5.7 km,2.7 km,1.6 km,1.4 km,6,"C$ 51,- / approx. € 31,-",,mid December - late March,09:00 - 17:00 Limited opening times during the week,12-15,03-23,CFA,51.0,0.0,0.0
Laber – Oberammergau,https://www.skiresort.info/ski-resort/laber-oberammergau/,Europe > Germany > Bavaria (Bayern) > Upper Bavaria (Oberbayern) > Zugspitz Region > Ammergauer Alpen,Europe,Germany,Bavaria (Bayern) > Upper Bavaria (Oberbayern) > Zugspitz Region,Ammergauer Alpen,2.6,784 m,900 m,1684 m,4 km,0 km,0 km,4 km,1,€ 32.50,2025-12-25 - 2026-03-15,late December - depending on snow conditions,09:00 - 16:30,,,EUR,32.5,1.1553,37.54725
Big Boulder,https://www.skiresort.info/ski-resort/big-boulder/,North America > USA > Pennsylvania,North America,USA,,,2.6,145 m,518 m,663 m,5 km,3 km,1 km,1 km,4,"US$ 105,- / approx. € 89,-",,mid December - late March,08:00 - 18:00,12-15,03-23,USD,105.0,1.0,105.0
Bryce Resort,https://www.skiresort.info/ski-resort/bryce-resort/,North America > USA > Virginia,North America,USA,,,2.6,153 m,380 m,533 m,5 km,2 km,2.8 km,0.2 km,3,"US$ 80,- / approx. € 68,-",,,10:00 - 17:00,,,USD,80.0,1.0,80.0
Suomu,https://www.skiresort.info/ski-resort/suomu/,Europe > Finland > Northern Finland > Lapland (Finland),Europe,Finland,Northern Finland,Lapland (Finland),2.6,255 m,165 m,420 m,13.6 km,4.9 km,5.4 km,3.3 km,4,"€ 49,-",,early November - late April,10:00 - 16:00,11-07,04-23,EUR,49.0,1.1553,56.6097
Piazzatorre,https://www.skiresort.info/ski-resort/piazzatorre/,Europe > Italy > Lombardy > Bergamo > Val Brembana,Europe,Italy,Lombardy > Bergamo,Val Brembana,2.6,670 m,1110 m,1780 m,4.2 km,1.5 km,2 km,0.7 km,2,"€ 27,-",,mid December - early April,09:00 - 16:00,12-15,04-07,EUR,27.0,1.1553,31.1931
Boler Mountain – London,https://www.skiresort.info/ski-resort/boler-mountain-london/,North America > Canada > Ontario > Southern Ontario > Southwestern Ontario,North America,Canada,Ontario > Southern Ontario,Southwestern Ontario,2.6,66 m,262 m,328 m,5 km,1.5 km,1.9 km,1.6 km,4,"C$ 55,- / approx. € 34,-",,mid December - mid March,08:30 - 21:30 Limited opening times during the week,12-15,03-15,CFA,55.0,0.0,0.0
Soriška Planina,https://www.skiresort.info/ski-resort/soriska-planina/,Europe > Slovenia > Gorenjska (Upper Carniola),Europe,Slovenia,,,2.6,259 m,1290 m,1549 m,7 km,2 km,4 km,1 km,5,"€ 28,-",,mid December - late March,09:00 - 16:00,12-15,03-23,EUR,28.0,1.1553,32.3484
Ichinose Diamond,https://www.skiresort.info/ski-resort/ichinose-diamond/,Asia > Japan > Honshu > Chūbu > Nagano,Asia,Japan,Honshu > Chūbu,Nagano,2.6,105 m,1604 m,1709 m,1.1 km,1.1 km,0 km,0 km,2,"¥ 8000,- / approx. € 46,-",,early December - early May,08:30 - 16:20,12-07,05-07,JPY,8000.0,0.00657,52.56
Radusa,https://www.skiresort.info/ski-resort/radusa/,Europe > Bosnia and Herzegovina > Federation of Bosnia and Herzegovina > Central Bosnia,Europe,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,Central Bosnia,2.6,467 m,1290 m,1757 m,6.6 km,1 km,5 km,0.6 km,4,"BAM 25,- / approx. € 13,-",,,10:00 - 16:00,,,,25.0,0.0,0.0
Kyowa,https://www.skiresort.info/ski-resort/kyowa/,Asia > Japan > Honshu > Tōhoku > Akita,Asia,Japan,Honshu > Tōhoku,Akita,2.6,243 m,175 m,418 m,5 km,3 km,0.9 km,1.1 km,2,"¥ 2000,- / approx. € 12,-",,late December - late February,09:00 - 16:00,12-23,02-23,JPY,2000.0,0.00657,13.14
Camurac,https://www.skiresort.info/ski-resort/camurac/,Europe > France > Occitania > Ariège > Foix,Europe,France,Occitania > Ariège,Foix,2.6,245 m,1510 m,1755 m,14.2 km,8.3 km,1.6 km,4.3 km,5,"€ 22,-",,late December - early March,09:00 - 17:00,12-23,03-07,EUR,22.0,1.1553,25.4166
Königsberg – Hollenstein an der Ybbs,https://www.skiresort.info/ski-resort/koenigsberg-hollenstein-an-der-ybbs/,Europe > Austria > Lower Austria (Niederösterreich) > Mostviertel > Amstetten,Europe,Austria,Lower Austria (Niederösterreich) > Mostviertel,Amstetten,2.6,357 m,700 m,1057 m,14 km,7 km,5 km,2 km,6,"€ 32,-",2025-12-20 - 2026-03-08,mid December - mid March,09:00 - 16:00,12-15,03-15,EUR,32.0,1.1553,36.9696
Powder Ridge Mountain Park & Resort,https://www.skiresort.info/ski-resort/powder-ridge-mountain-park-resort/,North America > USA > Connecticut,North America,USA,,,2.6,130 m,115 m,245 m,5.5 km,2.5 km,2 km,1 km,4,"US$ 59,- / approx. € 50,-",,mid December - mid March,08:30 - 22:00,12-15,03-15,USD,59.0,1.0,59.0
Kazawa,https://www.skiresort.info/ski-resort/kazawa/,Asia > Japan > Honshu > Kantō > Gunma,Asia,Japan,Honshu > Kantō,Gunma,2.6,322 m,1350 m,1672 m,5.6 km,3.2 km,1.6 km,0.8 km,6,"¥ 4700,- / approx. € 27,-",,late November - early April,08:00 - 16:00 Limited opening times during the week,11-23,04-07,JPY,4700.0,0.00657,30.879
Moose Mountain,https://www.skiresort.info/ski-resort/moose-mountain/,North America > USA > Alaska,North America,USA,,,2.6,388 m,207 m,595 m,25 km,3 km,12 km,10 km,1,"US$ 55,- / approx. € 47,-",,late November - mid April,10:00 - 15:30,11-23,04-15,USD,55.0,1.0,55.0
Schwefelberg – Badmatte/​Louigrat  (temporarily closed),https://www.skiresort.info/ski-resort/schwefelberg-badmattelouigrat/,Europe > Switzerland > Espace Mittelland > Bern,Europe,Switzerland,Espace Mittelland,Bern,2.6,318 m,1386 m,1704 m,15 km,5 km,8 km,2 km,1,"SFr. 28,- / approx. € 30,-",,,,,,CHF,28.0,1.2428,34.7984
Devil's Elbow  (temporarily closed),https://www.skiresort.info/ski-resort/devils-elbow/,North America > Canada > Ontario > Southern Ontario > Central Ontario | North America > Canada > Ontario > Southern Ontario > Golden Horseshoe,North America,Canada,Ontario > Southern Ontario | Ontario > Southern Ontario,Central Ontario | Golden Horseshoe,2.6,88 m,274 m,362 m,5.6 km,0.4 km,1.9 km,3.3 km,6,"C$ 52.22 / approx. € 32,-",,,09:00 - 16:30,,,CFA,52.22,0.0,0.0
Sunne,https://www.skiresort.info/ski-resort/sunne/,Europe > Sweden > Central Sweden,Europe,Sweden,,,2.6,265 m,125 m,390 m,7 km,3 km,3.3 km,0.7 km,7,"Skr 430,- / approx. € 39,-",,mid December - early April,09:30 - 16:00 Limited opening times during the week,12-15,04-07,SEK,430.0,0.10467,45.0081
Terre Ronde/​La Praille – Plateau d’Hauteville,https://www.skiresort.info/ski-resort/terre-rondela-praille-plateau-dhauteville/,Europe > France > Auvergne-Rhône-Alpes > Ain,Europe,France,Auvergne-Rhône-Alpes,Ain,2.6,290 m,950 m,1240 m,15 km,3 km,11 km,1 km,4,"€ 17,-",,,09:00 - 17:00,,,EUR,17.0,1.1553,19.6401
Alpine Valley – White Lake,https://www.skiresort.info/ski-resort/alpine-valley-white-lake/,North America > USA > Michigan,North America,USA,,,2.6,76 m,293 m,369 m,5.8 km,2.4 km,1.6 km,1.8 km,12,"US$ 61,- / approx. € 52,-",,mid December - mid March,09:00 - 17:30,12-15,03-15,USD,61.0,1.0,61.0
Saku Ski Garden Parada,https://www.skiresort.info/ski-resort/saku-ski-garden-parada/,Asia > Japan > Honshu > Chūbu > Nagano,Asia,Japan,Honshu > Chūbu,Nagano,2.6,270 m,780 m,1050 m,5 km,2 km,2 km,1 km,8,"¥ 5600,- / approx. € 32,-",,mid December - mid March,08:30 - 16:30 Limited opening times during the week,12-15,03-15,JPY,5600.0,0.00657,36.792
Oropa – Biella,https://www.skiresort.info/ski-resort/oropa-biella/,Europe > Italy > Piedmont (Piemonte) > Biella,Europe,Italy,Piedmont (Piemonte),Biella,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Yangji Pine Resort,https://www.skiresort.info/ski-resort/yangji-pine-resort/,Asia > South Korea > Gyeonggi-do (Seoul),Asia,South Korea,,,,,,,,,,,,,,late November - late March,,11-23,03-23,,0.0,0.0,0.0
The Heights – Horseshoe Valley,https://www.skiresort.info/ski-resort/the-heights-horseshoe-valley/,North America > Canada > Ontario > Southern Ontario > Central Ontario | North America > Canada > Ontario > Southern Ontario > Golden Horseshoe,North America,Canada,Ontario > Southern Ontario | Ontario > Southern Ontario,Central Ontario | Golden Horseshoe,,,,,,,,,,,,mid December - mid March,,12-15,03-15,,0.0,0.0,0.0
Mt. Eyak,https://www.skiresort.info/ski-resort/mt-eyak/,North America > USA > Alaska,North America,USA,,,,,,,,,,,,,,early December - early April,,12-07,04-07,,0.0,0.0,0.0
Ping Tian Resort,https://www.skiresort.info/ski-resort/ping-tian-resort/,Asia > China > Xinjiang,Asia,China,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Glaciar Martial,https://www.skiresort.info/ski-resort/glaciar-martial/,South America > Argentina > Tierra del Fuego > Ushuaia,South America,Argentina,Tierra del Fuego,Ushuaia,,,,,,,,,,,,early July - early October,10:00 - 16:45,07-07,10-07,,0.0,0.0,0.0
Amihari,https://www.skiresort.info/ski-resort/amihari/,Asia > Japan > Honshu > Tōhoku > Iwate,Asia,Japan,Honshu > Tōhoku,Iwate,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Monte Piselli – San Giacomo,https://www.skiresort.info/ski-resort/monte-piselli-san-giacomo/,Europe > Italy > Abruzzo > Teramo,Europe,Italy,Abruzzo,Teramo,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Vorlage,https://www.skiresort.info/ski-resort/vorlage/,North America > Canada > Quebec > Outaouais,North America,Canada,Quebec,Outaouais,2.6,130 m,110 m,240 m,5.8 km,1 km,3 km,1.8 km,4,"C$ 53,- / approx. € 32,-",,early December - late March,09:30 - 22:00,12-07,03-23,CFA,53.0,0.0,0.0
